sigma_meta,replicate,mean_conf_R1,mean_conf_R2,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,meta_d,M_ratio
0.010700689556931752,9,0.7571343045300339,0.7553016636600521,0.24937133564383726,0.24995184472342238,0.5060371956081628,0.5072151946187544,2.0292516551738196,1.0220998685273712
0.010700689556931752,10,0.760001597061407,0.7543880740562635,0.2478350962636255,0.25242915780275166,0.4986704721915035,0.5079142107561012,2.0121059515358595,1.0087034327257218
0.010700689556931752,11,0.7583649052841476,0.758716148445336,0.24670730806204186,0.24513785237456268,0.5080113479040262,0.5047795778136508,2.059166191283931,1.0337347586226175
0.010700689556931752,12,0.7563441633696999,0.7590583336669736,0.25267586590612107,0.2488797448873215,0.5064190334524379,0.498810756617945,2.0042239951820022,0.9978883257321927
0.010700689556931752,13,0.7613485851896448,0.7533585808251944,0.24634178031840973,0.2560651716804969,0.4955338436825572,0.51509313033323,2.0115704410435518,0.9967329148512756
0.010700689556931752,14,0.7557826362484157,0.7583629605688429,0.255341903838702,0.24790601556123212,0.5085747632384788,0.49376440480012823,1.9917403120787514,0.9973022076788347
0.010700689556931752,15,0.7576930752344841,0.7575866907195831,0.2508330151620719,0.24943809718867221,0.5061506522077206,0.503335876642565,2.0178789139088376,1.0036823652759048
0.010700689556931752,16,0.7540708812260536,0.7585391276459269,0.2570689173918281,0.25096605052940696,0.5077972825341532,0.4957420747717865,1.9753352046064807,0.9832521364598467
0.010700689556931752,17,0.7575721440496065,0.7582320264068916,0.25199396686624154,0.24821450102260292,0.5055399003152554,0.4979576918616214,2.006158744997241,1.002324120423491
0.010700689556931752,18,0.7631147868472572,0.7588402546954467,0.24570429045709669,0.24982935868796607,0.48657035122754766,0.49473925985424577,1.9803087293362078,0.9963019086215502
0.010700689556931752,19,0.7562893712634916,0.7631694381305579,0.252886238125982,0.2471637680720994,0.501572279470328,0.4902223840770614,1.9833909634120004,0.9863552791198528
0.015013107289081735,0,0.7543000477783086,0.7585999035524835,0.2526830996202889,0.24627187680176948,0.5132908369538256,0.5002673227917765,2.0313619617819962,1.02152122131834
0.015013107289081735,1,0.7611392556543939,0.7588544382495688,0.2506518337361403,0.25149669542128655,0.48882858199846063,0.4904762561182902,1.9502294266598008,0.9771093758826739
0.015013107289081735,2,0.7609217474795967,0.7587186050231963,0.24919711479181703,0.2518501823349211,0.4894571021430715,0.4946680884441063,1.964136312541063,0.9827111729112092
0.015013107289081735,3,0.7569870212596544,0.7646491439594888,0.2546067918737638,0.24475629516407382,0.4962670943031075,0.47706698835312994,1.9491510444433116,0.9827740735538331
0.015013107289081735,4,0.7597886139803026,0.7590520342098953,0.2496953591792142,0.2509208213040464,0.4946560857665496,0.49708377324907743,1.9810383636786755,0.9870785143982475
