c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.5,19,0.5,2.029906718963872,1.5939690718450281,0.7852425222074441,0.30538847816084413,0.2948650554058948,0.4867797890862064,0.4700057786848669,0.6838374291115312,0.7899599431451092
-0.3999999999999999,0,0.5,1.996998112087688,1.5663864434681476,0.7843705179223363,0.306349923474718,0.30068190993137944,0.4798623670883027,0.47098406751262334,0.6971439904799682,0.7796661303298471
-0.3999999999999999,1,0.5,1.9721716960772209,1.5631549127657092,0.7926058952549249,0.3040749648519038,0.2988877572440218,0.47531627515731373,0.4672078661015173,0.6987042645087623,0.7807214388585592
-0.3999999999999999,2,0.5,1.9994663600449067,1.551034028956979,0.7757239931369208,0.3120805818222692,0.29836348926865963,0.4840476021830324,0.4627719248540315,0.6948516708623328,0.7819508422716116
-0.3999999999999999,3,0.5,2.0045145842158334,1.6271095616887854,0.8117224860827396,0.3108997826988073,0.29263830532944307,0.505868009156195,0.47615458471793903,0.6866535819430815,0.7805536799459825
-0.3999999999999999,4,0.5,2.0065278831695497,1.5869216171685034,0.7908794243425972,0.30557968763791254,0.29957336034108517,0.48493101208020234,0.4753994414530777,0.6952442414614773,0.7794748124330118
-0.3999999999999999,5,0.5,2.008891084537405,1.548562972385075,0.7708546193989748,0.3117795795939132,0.3027987606122256,0.4828103125049193,0.4689029487681848,0.6937031484257871,0.7805601867289096
-0.3999999999999999,6,0.5,2.021071156160533,1.583969991568419,0.7837279685775718,0.30393746736326416,0.29954555569703095,0.48142782761671615,0.47447117133178346,0.6980298744479182,0.7799926295688298
-0.3999999999999999,7,0.5,2.006287483680934,1.5911701743283895,0.7930918112538243,0.3097585845822584,0.29644974677657754,0.49287862102946733,0.4717019952580938,0.6919206865936668,0.7806970329004912
-0.3999999999999999,8,0.5,1.991442707675429,1.5772556760737702,0.7920165968092895,0.3054488271634586,0.2961356869749432,0.48177089639364107,0.46708169316923437,0.6949220311875249,0.7831421712456655
-0.3999999999999999,9,0.5,1.995647314026638,1.5500388667819178,0.7767098203611883,0.31727392420119266,0.29301681320967055,0.4917869139282688,0.45418744909556663,0.6901165086887836,0.7858727810650887
-0.3999999999999999,10,0.5,2.0251454406744567,1.579134233026106,0.7797633697361457,0.30643876380267077,0.30513754955025496,0.48390794224699857,0.4818531502765073,0.6952618453865337,0.7769282136894825
-0.3999999999999999,11,0.5,2.0031344054080926,1.587289971403765,0.7924031293748315,0.31057803193319766,0.2937390081637762,0.49297739542588287,0.4662489818684506,0.6921300844959717,0.7824517608959655
-0.3999999999999999,12,0.5,1.9968358487518347,1.5966824502181007,0.7996062626861099,0.30428126174747966,0.2973767921212167,0.4858405505624211,0.4748163050821031,0.6942580164056674,0.7804584239585076
-0.3999999999999999,13,0.5,1.9917105358948266,1.5488387250954463,0.7776424822694383,0.3134048473491479,0.295196511335802,0.4854135642069872,0.457211788269967,0.6940456810221499,0.7841165192236537
-0.3999999999999999,14,0.5,1.9983182424879486,1.5955690464245538,0.7984559278396199,0.2999689902447221,0.2970095055782662,0.47862123572170756,0.4738991735945424,0.699106699751861,0.7806030150753769
-0.3999999999999999,15,0.5,2.0053945459785765,1.5512042292119124,0.7735157315165471,0.31211315621758723,0.3012034812738983,0.4841512479173996,0.4672281140054221,0.6952597050263898,0.7798634238234602
-0.3999999999999999,16,0.5,2.0135145641497973,1.5405620632866481,0.7651109610608392,0.30605529279581273,0.30171059308767983,0.4714971733493165,0.4648038938025944,0.7003407496492283,0.7822859805618426
-0.3999999999999999,17,0.5,1.9937559124550415,1.56127523214549,0.7830824337082417,0.30627048965859105,0.3066305073774606,0.47817252984102965,0.47873461658863414,0.696762607871502,0.7762494574833907
-0.3999999999999999,18,0.5,1.984981324029924,1.553465796863791,0.7826097797786495,0.3143082505431958,0.3013328233528284,0.4882671168909497,0.4681102345510176,0.6910335250942273,0.7797627027751709
-0.3999999999999999,19,0.5,2.0280012998288584,1.607874755325059,0.7928371423927324,0.2998275986859994,0.3009396357777268,0.4820852268769512,0.4838732432437249,0.69751049790042,0.7785038005067342
-0.29999999999999993,0,0.5,2.020076052340152,1.5471865273781154,0.765905088368223,0.30646124042403095,0.3077605221892472,0.4741527023476461,0.4761629335900568,0.7108609645817634,0.7694313125695217
-0.29999999999999993,1,0.5,1.9946821162833568,1.5502839266879884,0.7772085155987638,0.3071016649968495,0.30584661240756783,0.476094775103735,0.4741490872474235,0.7086064607403915,0.7700989755165828
-0.29999999999999993,2,0.5,2.003714766266346,1.5680433869939998,0.7825681645875369,0.30800963550746835,0.2991821969456912,0.48297247208791805,0.4691306654270276,0.7077834258266101,0.7726301782400112
-0.29999999999999993,3,0.5,2.004625381136745,1.5881055670873074,0.7922206223822001,0.3025799255161749,0.2996020869644855,0.4805288642011002,0.475799742219275,0.7094245752370224,0.7716247299086917
-0.29999999999999993,4,0.5,1.996709713059929,1.57030547741673,0.7864465561247055,0.3128489112603434,0.2995056721414559,0.4912683589559778,0.4703153974811075,0.7010959032971168,0.773165385016876
-0.29999999999999993,5,0.5,1.9846745987789083,1.5213865330891678,0.7665672418164755,0.3156099650206477,0.3049679125212007,0.4801647504911567,0.46397407513407013,0.706030973658354,0.7715792783036993
