tauY,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
0.63,17,0.001,0.24989999900199555,0.30828332633712024,0.5012419295190955,0.6183454579787702,0.7575235423762773,0.702735076861649
0.63,18,0.001,0.2471635577159271,0.3083518835484886,0.499636800835448,0.6233279292929664,0.7611684533535249,0.7008070020476171
0.63,19,0.001,0.25176549470301046,0.30984382925486437,0.5063394307429425,0.6231439630326974,0.7569377990430622,0.6990369181380417
0.7025,0,0.001,0.2539206035618329,0.3439328792243852,0.5061998845446906,0.6856426036814752,0.7565480455377757,0.667617975721521
0.7025,1,0.001,0.24670347456706365,0.34638633752438436,0.5016265292680757,0.7043134539680077,0.7599936040933802,0.6635446685878963
0.7025,2,0.001,0.25201883514410434,0.3485701673115725,0.5078278096777867,0.7023825202732927,0.7556329291231441,0.6633350657658018
0.7025,3,0.001,0.24867532569420034,0.3441381451811137,0.5008801368940617,0.6931606937181738,0.7603671921772102,0.6677490479053919
0.7025,4,0.001,0.2533455249506039,0.3523587980980455,0.5009934136543839,0.6967931923199137,0.7580188867195282,0.6613259446653014
0.7025,5,0.001,0.24863243978031035,0.35868353089239874,0.5006540221453823,0.7222563257524206,0.7568764850388627,0.6544956096785729
0.7025,6,0.001,0.25518482493915323,0.3535745659127042,0.5040226818052038,0.6983550098322838,0.7541029541269714,0.661203933168119
0.7025,7,0.001,0.2570314274227355,0.35436334569499495,0.5067930320620478,0.6987039531202975,0.7545461796139735,0.6606483710479859
0.7025,8,0.001,0.24772253514576287,0.35082158056063384,0.49503731177500654,0.7010656985695941,0.7606533807260674,0.6616722086454869
0.7025,9,0.001,0.249145541869101,0.34880796901167177,0.5041132407847451,0.7057670562791084,0.7586935715425107,0.6614909324346012
0.7025,10,0.001,0.25490876391284895,0.35088039868664145,0.5066081457764364,0.6973431020547821,0.7540256522955209,0.6620349977976214
0.7025,11,0.001,0.2523482747225692,0.3517134680651204,0.4922404239187239,0.6860660601251793,0.7601498067652098,0.6640295570459017
0.7025,12,0.001,0.24552812891149803,0.3510833432996299,0.4898202662523162,0.7003993288026269,0.7630787733012627,0.6631410896028737
0.7025,13,0.001,0.24708010598635075,0.3545436652428095,0.49258052136133534,0.706820578587211,0.7615517172283893,0.6596398770311814
0.7025,14,0.001,0.25240591498431664,0.3532343508897664,0.5072631822732975,0.709899294284443,0.7563360606665336,0.6581278813389457
0.7025,15,0.001,0.24563527772603133,0.3569177195813449,0.4964099931781391,0.7213032443171574,0.7618148207683653,0.6576286032807772
0.7025,16,0.001,0.25209763258552015,0.35400092026112845,0.502666409227959,0.7058549881093773,0.7557627661277413,0.659043659043659
0.7025,17,0.001,0.2531631293379387,0.3476541825270478,0.5043405588000361,0.6925815190521323,0.7555520178301361,0.6626598054193134
0.7025,18,0.001,0.2427521481479898,0.350833872098822,0.4907529087283708,0.709253221965195,0.7633642765685019,0.6599088291746641
0.7025,19,0.001,0.2529087438761264,0.35083334618991696,0.49990070649732077,0.6934589723361241,0.758084502538274,0.6638914461834047
0.775,0,0.001,0.24814979126074305,0.3834394051237315,0.506092197706251,0.7820102940257686,0.7559752967597049,0.627234280242579
0.775,1,0.001,0.2517606714250263,0.3920636479557778,0.50324972240286,0.7837043048908259,0.7556475600932551,0.6243531565958125
0.775,2,0.001,0.2548020326311709,0.3904791216307515,0.5070508387315119,0.7770454736387978,0.755004995004995,0.6257457457457457
0.775,3,0.001,0.24872334774427907,0.39055164028008316,0.49543206716199595,0.7779398606213895,0.7600080144259668,0.6261928528648433
0.775,4,0.001,0.25066708404277704,0.3884304190929661,0.5048079996409824,0.7822438419101193,0.7573326948401772,0.6238723387193778
0.775,5,0.001,0.24415151948863656,0.383414137947212,0.49832017370232595,0.7825591264881513,0.7622066198595787,0.6301495513459621
0.775,6,0.001,0.2531645401277033,0.3961706891962947,0.5005170473006106,0.7832462772375398,0.7547336683417085,0.621731343283582
0.775,7,0.001,0.250557477286361,0.38481955088620295,0.5034110395342951,0.7731655516444218,0.7577483865827425,0.626596513776207
0.775,8,0.001,0.24889634748546055,0.3834834719110053,0.4938864481173296,0.7609484500968497,0.7601790066727934,0.6322428222480279
