tauN,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.92,5,0.5,0.5215947290025876,0.3091928611125739,0.7977830332651566,0.47291279011582527,0.568968279397629,0.7423298178331735
-0.92,6,0.5,0.5205637788852453,0.30560567932612004,0.8025617233568917,0.47115729256624295,0.5683731694665017,0.7432535386342676
-0.92,7,0.5,0.5319654813651471,0.308491622669041,0.8046324876609282,0.46661370044866535,0.5641700566323682,0.7436010591350397
-0.92,8,0.5,0.5160421322966783,0.3080842265046953,0.7871327432175323,0.4699290371338802,0.5733317330772923,0.7427211646136618
-0.92,9,0.5,0.5184703660514939,0.3062508218236359,0.8017191597691105,0.47356062685106187,0.5683933064419505,0.7417972036376748
-0.92,10,0.5,0.5134655951338898,0.30172363742589675,0.8013782642851778,0.47090743205710933,0.56944,0.74452
-0.92,11,0.5,0.5190851700820884,0.30395367531368817,0.7987559258877378,0.4677166934161723,0.5690421824299964,0.7460558373607061
-0.92,12,0.5,0.5103301145157778,0.30343993293897675,0.7994112929317014,0.47532626866047223,0.5721097976357443,0.7436214813335995
-0.92,13,0.5,0.5226558678565487,0.3127443555420955,0.7913642008421279,0.47353278172586327,0.5698108661607035,0.7417619635813045
-0.92,14,0.5,0.5078371472591358,0.30836257135767364,0.8026283766944583,0.4873620439503724,0.5709074875741542,0.7378652403001756
-0.92,15,0.5,0.5288458863375012,0.3131681956157772,0.7935807688335383,0.46993701543586575,0.5677571966963355,0.7420783781626626
-0.92,16,0.5,0.5245920856074531,0.31030185607170796,0.8000222590218147,0.473221763507335,0.5653609243528323,0.742339334684631
-0.92,17,0.5,0.5298591557903778,0.31027223249842434,0.8102120854419346,0.47443987671079585,0.5611220039214118,0.7400135951057619
-0.92,18,0.5,0.5206326839527131,0.3092180575910238,0.7866210803724163,0.46719587538419577,0.5713598074608905,0.7437574790586359
-0.92,19,0.5,0.5112148589224331,0.3027313992438327,0.8037878883147046,0.4759874011441379,0.5698306168104826,0.7419496956103813
-0.8475,0,0.5,0.5028146620646465,0.306691791888327,0.7474763166708649,0.455923162647155,0.5909908469563132,0.7487690644890117
-0.8475,1,0.5,0.4940636053208217,0.3055752311298512,0.7506882538320347,0.46429596149312025,0.5924650678624335,0.746233465212005
-0.8475,2,0.5,0.49687837054066847,0.31237788421385043,0.7448575253911572,0.46827761403514334,0.5945687283167843,0.7422461180435742
-0.8475,3,0.5,0.48423488128793873,0.30987527271238574,0.7363587762144546,0.47121631549283477,0.60018389701767,0.742295685583927
-0.8475,4,0.5,0.48862994798961185,0.30813606843105623,0.7409062864431616,0.46722463721217383,0.5967561073287946,0.7445065920894927
